"","x","y","test","fitted","forecast","upper_ci","lower_ci"
"39",2011-02-08,1530,0,1526.64681891231,NA,NA,NA
"40",2011-02-09,1605,0,1601.17008817201,NA,NA,NA
"41",2011-02-10,1538,0,1535.01462727693,NA,NA,NA
"42",2011-02-11,1746,0,1743.27387507339,NA,NA,NA
"43",2011-02-12,1472,0,1469.62774132848,NA,NA,NA
"44",2011-02-13,1589,0,1586.28272157811,NA,NA,NA
"45",2011-02-14,1913,0,1909.90651169583,NA,NA,NA
"46",2011-02-15,1815,0,1811.95611530338,NA,NA,NA
"47",2011-02-16,2115,0,2111.91166155399,NA,NA,NA
"48",2011-02-17,2475,0,2472.02369633839,NA,NA,NA
"49",2011-02-18,2927,0,2923.85948914653,NA,NA,NA
"50",2011-02-19,1635,0,1632.69240858249,NA,NA,NA
"51",2011-02-20,1812,0,1809.09980769648,NA,NA,NA
"52",2011-02-21,1107,0,1103.25816511037,NA,NA,NA
"53",2011-02-22,1450,0,1446.98205003817,NA,NA,NA
"54",2011-02-23,1917,0,1914.17962457442,NA,NA,NA
"55",2011-02-24,1807,0,1803.2423529417,NA,NA,NA
"56",2011-02-25,1461,0,1457.65069610337,NA,NA,NA
"57",2011-02-26,1969,0,1966.39549734988,NA,NA,NA
"58",2011-02-27,2402,0,2398.67566482309,NA,NA,NA
"59",2011-02-28,1446,0,1442.44787034875,NA,NA,NA
"60",2011-03-01,1851,0,1847.86003952355,NA,NA,NA
"61",2011-03-02,2134,0,2130.76044600421,NA,NA,NA
"62",2011-03-03,1685,0,1682.16636421613,NA,NA,NA
"63",2011-03-04,1944,0,1940.27255734035,NA,NA,NA
"64",2011-03-05,2077,0,2073.50498918174,NA,NA,NA
"65",2011-03-06,605,0,602.024901974201,NA,NA,NA
"66",2011-03-07,1872,0,1868.38982682375,NA,NA,NA
"67",2011-03-08,2133,0,2130.04823181578,NA,NA,NA
"68",2011-03-09,1891,0,1887.05166428629,NA,NA,NA
"69",2011-03-10,623,0,620.803162919668,NA,NA,NA
"70",2011-03-11,1977,0,1973.3146466678,NA,NA,NA
"71",2011-03-12,2132,0,2129.2315714961,NA,NA,NA
"72",2011-03-13,2417,0,2413.57823654206,NA,NA,NA
"73",2011-03-14,2046,0,2043.04053264053,NA,NA,NA
"74",2011-03-15,2056,0,2052.10569495831,NA,NA,NA
"75",2011-03-16,2192,0,2188.04315563608,NA,NA,NA
"76",2011-03-17,2744,0,2740.61044673178,NA,NA,NA
"77",2011-03-18,3239,0,3235.6766160929,NA,NA,NA
"78",2011-03-19,3117,0,3113.61105637087,NA,NA,NA
"79",2011-03-20,2471,0,2467.56237987201,NA,NA,NA
"80",2011-03-21,2077,0,2072.67855150355,NA,NA,NA
"81",2011-03-22,2703,0,2699.15075737275,NA,NA,NA
"82",2011-03-23,2121,0,2116.53653775194,NA,NA,NA
"83",2011-03-24,1865,0,1860.66762937569,NA,NA,NA
"84",2011-03-25,2210,0,2206.3927766215,NA,NA,NA
"85",2011-03-26,2496,0,2492.5307663578,NA,NA,NA
"86",2011-03-27,1693,0,1689.05304762873,NA,NA,NA
"87",2011-03-28,2028,0,2024.49721250233,NA,NA,NA
"88",2011-03-29,2425,0,2421.26944822786,NA,NA,NA
"89",2011-03-30,1536,0,1532.32759243364,NA,NA,NA
"90",2011-03-31,1685,0,1680.05047861209,NA,NA,NA
"91",2011-04-01,2227,0,2222.52135354022,NA,NA,NA
"92",2011-04-02,2252,0,2247.99979063873,NA,NA,NA
"93",2011-04-03,3249,0,3244.63291922838,NA,NA,NA
"94",2011-04-04,3115,0,3110.90757645993,NA,NA,NA
"95",2011-04-05,1795,0,1790.81724585086,NA,NA,NA
"96",2011-04-06,2808,0,2804.00499596573,NA,NA,NA
"97",2011-04-07,3141,0,3137.04188610054,NA,NA,NA
"98",2011-04-08,1471,0,1467.32347313593,NA,NA,NA
"99",2011-04-09,2455,0,2450.8158827513,NA,NA,NA
"100",2011-04-10,2895,0,2890.15397506408,NA,NA,NA
"101",2011-04-11,3348,0,3342.91152535771,NA,NA,NA
"102",2011-04-12,2034,0,2030.0840519553,NA,NA,NA
"103",2011-04-13,2162,0,2157.69523001562,NA,NA,NA
"104",2011-04-14,3267,0,3263.22728641356,NA,NA,NA
"105",2011-04-15,3126,0,3121.52356107794,NA,NA,NA
"106",2011-04-16,795,0,791.553679951113,NA,NA,NA
"107",2011-04-17,3744,0,3739.10023071215,NA,NA,NA
"108",2011-04-18,3429,0,3424.83052623176,NA,NA,NA
"109",2011-04-19,3204,0,3199.31249560313,NA,NA,NA
"110",2011-04-20,3944,0,3939.4946405391,NA,NA,NA
"111",2011-04-21,4189,0,4183.86075773968,NA,NA,NA
"112",2011-04-22,1683,0,1679.25148611202,NA,NA,NA
"113",2011-04-23,4036,0,4030.38747994634,NA,NA,NA
"114",2011-04-24,4191,0,4185.34292855688,NA,NA,NA
"115",2011-04-25,4073,0,4068.20631534797,NA,NA,NA
"116",2011-04-26,4400,0,4394.73603469927,NA,NA,NA
"117",2011-04-27,3872,0,3866.54475343127,NA,NA,NA
"118",2011-04-28,4058,0,4052.56091689084,NA,NA,NA
"119",2011-04-29,4595,0,4589.88890306355,NA,NA,NA
"120",2011-04-30,5312,0,5306.25142881978,NA,NA,NA
"121",2011-05-01,3351,0,3345.98271652794,NA,NA,NA
"122",2011-05-02,4401,0,4395.03255645053,NA,NA,NA
"123",2011-05-03,4451,0,4444.92702678464,NA,NA,NA
"124",2011-05-04,2633,0,2628.0988850412,NA,NA,NA
"125",2011-05-05,4433,0,4427.63754820402,NA,NA,NA
"126",2011-05-06,4608,0,4602.63482047191,NA,NA,NA
"127",2011-05-07,4714,0,4709.15746681779,NA,NA,NA
"128",2011-05-08,4333,0,4328.18364258144,NA,NA,NA
"129",2011-05-09,4362,0,4356.8700786322,NA,NA,NA
"130",2011-05-10,4803,0,4797.78166281124,NA,NA,NA
"131",2011-05-11,4182,0,4177.35135216149,NA,NA,NA
"132",2011-05-12,4864,0,4858.4204021616,NA,NA,NA
"133",2011-05-13,4105,0,4099.39942368584,NA,NA,NA
"134",2011-05-14,3409,0,3404.42841794548,NA,NA,NA
"135",2011-05-15,4553,0,4546.93758426403,NA,NA,NA
"136",2011-05-16,3958,0,3953.34243516313,NA,NA,NA
"137",2011-05-17,4123,0,4117.07468687822,NA,NA,NA
"138",2011-05-18,3855,0,3849.54909982017,NA,NA,NA
"139",2011-05-19,4575,0,4569.13448349414,NA,NA,NA
"140",2011-05-20,4917,0,4911.65868113752,NA,NA,NA
"141",2011-05-21,5805,0,5799.36986046051,NA,NA,NA
"142",2011-05-22,4660,0,4654.80419621025,NA,NA,NA
"143",2011-05-23,4274,0,4268.23262485888,NA,NA,NA
"144",2011-05-24,4492,0,4486.34623688842,NA,NA,NA
"145",2011-05-25,4978,0,4972.81855056383,NA,NA,NA
"146",2011-05-26,4677,0,4672.27557189586,NA,NA,NA
"147",2011-05-27,4679,0,4674.18249345635,NA,NA,NA
"148",2011-05-28,4758,0,4753.20655806116,NA,NA,NA
"149",2011-05-29,4788,0,4782.6521481738,NA,NA,NA
"150",2011-05-30,4098,0,4093.45175650844,NA,NA,NA
"151",2011-05-31,3982,0,3978.31594562448,NA,NA,NA
"152",2011-06-01,3974,0,3969.37757220742,NA,NA,NA
"153",2011-06-02,4968,0,4963.16003891088,NA,NA,NA
"154",2011-06-03,5312,0,5306.61220619855,NA,NA,NA
"155",2011-06-04,5342,0,5337.11438791437,NA,NA,NA
"156",2011-06-05,4906,0,4900.14999431193,NA,NA,NA
"157",2011-06-06,4548,0,4543.31584292662,NA,NA,NA
"158",2011-06-07,4833,0,4828.05019374892,NA,NA,NA
"159",2011-06-08,4401,0,4396.91868786089,NA,NA,NA
"160",2011-06-09,3915,0,3910.94875897608,NA,NA,NA
"161",2011-06-10,4586,0,4581.83776982928,NA,NA,NA
"162",2011-06-11,4966,0,4961.51001108584,NA,NA,NA
"163",2011-06-12,4460,0,4455.26431329124,NA,NA,NA
"164",2011-06-13,5020,0,5014.32651173815,NA,NA,NA
"165",2011-06-14,4891,0,4885.51230837117,NA,NA,NA
"166",2011-06-15,5180,0,5174.69124531409,NA,NA,NA
"167",2011-06-16,3767,0,3762.17340734753,NA,NA,NA
"168",2011-06-17,4844,0,4839.05041870154,NA,NA,NA
"169",2011-06-18,5119,0,5114.33051983124,NA,NA,NA
"170",2011-06-19,4744,0,4738.57267608077,NA,NA,NA
"171",2011-06-20,4010,0,4004.76866956918,NA,NA,NA
"172",2011-06-21,4835,0,4828.76458241243,NA,NA,NA
"173",2011-06-22,4507,0,4502.11388449892,NA,NA,NA
"174",2011-06-23,4790,0,4784.04656953416,NA,NA,NA
"175",2011-06-24,4991,0,4985.78251352898,NA,NA,NA
"176",2011-06-25,5202,0,5196.85167927092,NA,NA,NA
"177",2011-06-26,5305,0,5299.45443195372,NA,NA,NA
"178",2011-06-27,4708,0,4702.1022819894,NA,NA,NA
"179",2011-06-28,4648,0,4643.08002556882,NA,NA,NA
"180",2011-06-29,5225,0,5219.37218356163,NA,NA,NA
"181",2011-06-30,5515,0,5509.32553659878,NA,NA,NA
"182",2011-07-01,5362,0,5356.89789502355,NA,NA,NA
"183",2011-07-02,5119,0,5114.36292863645,NA,NA,NA
"184",2011-07-03,4649,0,4643.00513302232,NA,NA,NA
"185",2011-07-04,6043,0,6035.59165793859,NA,NA,NA
"186",2011-07-05,4665,0,4660.1519770447,NA,NA,NA
"187",2011-07-06,4629,0,4623.94804519025,NA,NA,NA
"188",2011-07-07,4592,0,4587.25233213107,NA,NA,NA
"189",2011-07-08,4040,0,4034.77256190207,NA,NA,NA
"190",2011-07-09,5336,0,5330.80814869732,NA,NA,NA
"191",2011-07-10,4881,0,4875.79861947403,NA,NA,NA
"192",2011-07-11,4086,0,4081.24525652296,NA,NA,NA
"193",2011-07-12,4258,0,4253.5693266922,NA,NA,NA
"194",2011-07-13,4342,0,4337.46178085731,NA,NA,NA
"195",2011-07-14,5084,0,5078.49397204498,NA,NA,NA
"196",2011-07-15,5538,0,5532.08728938078,NA,NA,NA
"197",2011-07-16,5923,0,5916.97655200032,NA,NA,NA
"198",2011-07-17,5302,0,5296.0871437152,NA,NA,NA
"199",2011-07-18,4458,0,4452.97303932495,NA,NA,NA
"200",2011-07-19,4541,0,4536.30734872424,NA,NA,NA
"201",2011-07-20,4332,0,4327.55342251877,NA,NA,NA
"202",2011-07-21,3784,0,3779.4078909601,NA,NA,NA
"203",2011-07-22,3387,0,3384.04485646396,NA,NA,NA
"204",2011-07-23,3285,0,3282.4920431742,NA,NA,NA
"205",2011-07-24,3606,0,3602.43832201096,NA,NA,NA
"206",2011-07-25,3840,0,3835.79116325317,NA,NA,NA
"207",2011-07-26,4590,0,4585.17553058756,NA,NA,NA
"208",2011-07-27,4656,0,4651.40180962427,NA,NA,NA
"209",2011-07-28,4390,0,4385.58499139851,NA,NA,NA
"210",2011-07-29,3846,0,3842.48103829166,NA,NA,NA
"211",2011-07-30,4475,0,4471.07867305445,NA,NA,NA
"212",2011-07-31,4302,0,4297.74139811812,NA,NA,NA
"213",2011-08-01,4266,0,4261.50251297452,NA,NA,NA
"214",2011-08-02,4845,0,4839.98665929289,NA,NA,NA
"215",2011-08-03,3574,0,3569.47800549737,NA,NA,NA
"216",2011-08-04,4576,0,4570.21229422368,NA,NA,NA
"217",2011-08-05,4866,0,4860.86395356236,NA,NA,NA
"218",2011-08-06,4294,0,4288.77611618118,NA,NA,NA
"219",2011-08-07,3785,0,3780.62360652486,NA,NA,NA
"220",2011-08-08,4326,0,4321.28079142403,NA,NA,NA
"221",2011-08-09,4602,0,4597.257712638,NA,NA,NA
"222",2011-08-10,4780,0,4775.16518868258,NA,NA,NA
"223",2011-08-11,4792,0,4787.15666998598,NA,NA,NA
"224",2011-08-12,4905,0,4900.20889603475,NA,NA,NA
"225",2011-08-13,4150,0,4144.8818558589,NA,NA,NA
"226",2011-08-14,3820,0,3814.54241670746,NA,NA,NA
"227",2011-08-15,4338,0,4332.73848887997,NA,NA,NA
"228",2011-08-16,4725,0,4719.63715286092,NA,NA,NA
"229",2011-08-17,4694,0,4689.07929314107,NA,NA,NA
"230",2011-08-18,3805,0,3800.69016612588,NA,NA,NA
"231",2011-08-19,4153,0,4147.81986413429,NA,NA,NA
"232",2011-08-20,5191,0,5185.90532364333,NA,NA,NA
"233",2011-08-21,3873,0,3868.27905275677,NA,NA,NA
"234",2011-08-22,4758,0,4752.50029162093,NA,NA,NA
"235",2011-08-23,5895,0,5888.62418220392,NA,NA,NA
"236",2011-08-24,5130,0,5124.1462250209,NA,NA,NA
"237",2011-08-25,3542,0,3537.10291699704,NA,NA,NA
"238",2011-08-26,4661,0,4656.15109608711,NA,NA,NA
"239",2011-08-27,1115,0,1112.33288126637,NA,NA,NA
"240",2011-08-28,4334,0,4328.88616312256,NA,NA,NA
"241",2011-08-29,4634,0,4628.64218930159,NA,NA,NA
"242",2011-08-30,5204,0,5198.26290198452,NA,NA,NA
"243",2011-08-31,5058,0,5052.61074309347,NA,NA,NA
"244",2011-09-01,5115,0,5109.41890969933,NA,NA,NA
"245",2011-09-02,4727,0,4721.07597916678,NA,NA,NA
"246",2011-09-03,4484,0,4479.23768846355,NA,NA,NA
"247",2011-09-04,4940,0,4934.33141438097,NA,NA,NA
"248",2011-09-05,3351,0,3345.55079802955,NA,NA,NA
"249",2011-09-06,2710,0,2704.07684759141,NA,NA,NA
"250",2011-09-07,1996,0,1991.69849013358,NA,NA,NA
"251",2011-09-08,1842,0,1837.78444704732,NA,NA,NA
"252",2011-09-09,3544,0,3539.1325359046,NA,NA,NA
"253",2011-09-10,5345,0,5339.38478661473,NA,NA,NA
"254",2011-09-11,5046,0,5040.29623224305,NA,NA,NA
"255",2011-09-12,4713,0,4707.60790419489,NA,NA,NA
"256",2011-09-13,4763,0,4757.50469559575,NA,NA,NA
"257",2011-09-14,4785,0,4779.59842495686,NA,NA,NA
"258",2011-09-15,3659,0,3653.50080706648,NA,NA,NA
"259",2011-09-16,4760,0,4753.50943198036,NA,NA,NA
"260",2011-09-17,4511,0,4504.88198722775,NA,NA,NA
"261",2011-09-18,4274,0,4268.40307021865,NA,NA,NA
"262",2011-09-19,4539,0,4532.59886818792,NA,NA,NA
"263",2011-09-20,3641,0,3635.45862724434,NA,NA,NA
"264",2011-09-21,4352,0,4346.03090907431,NA,NA,NA
"265",2011-09-22,4795,0,4788.7045221855,NA,NA,NA
"266",2011-09-23,2395,0,2390.81204341843,NA,NA,NA
"267",2011-09-24,5423,0,5416.1512523008,NA,NA,NA
"268",2011-09-25,5010,0,5003.24442723176,NA,NA,NA
"269",2011-09-26,4630,0,4623.43499551023,NA,NA,NA
"270",2011-09-27,4120,0,4113.92452309844,NA,NA,NA
"271",2011-09-28,3907,0,3901.17734576994,NA,NA,NA
"272",2011-09-29,4839,0,4833.04963177259,NA,NA,NA
"273",2011-09-30,5202,0,5195.5544708837,NA,NA,NA
"274",2011-10-01,2429,0,2423.98926835128,NA,NA,NA
"275",2011-10-02,2918,0,2911.94113337077,NA,NA,NA
"276",2011-10-03,3570,0,3563.70455055371,NA,NA,NA
"277",2011-10-04,4456,0,4449.67719218855,NA,NA,NA
"278",2011-10-05,4826,0,4819.72934021873,NA,NA,NA
"279",2011-10-06,4765,0,4758.85765144528,NA,NA,NA
"280",2011-10-07,4985,0,4979.00759365632,NA,NA,NA
"281",2011-10-08,5409,0,5402.79448099617,NA,NA,NA
"282",2011-10-09,5511,0,5504.17479482332,NA,NA,NA
"283",2011-10-10,5117,0,5110.23440008143,NA,NA,NA
"284",2011-10-11,4563,0,4556.23812310306,NA,NA,NA
"285",2011-10-12,2416,0,2410.32124771852,NA,NA,NA
"286",2011-10-13,2913,0,2908.04341291499,NA,NA,NA
"287",2011-10-14,3644,0,3638.2455230147,NA,NA,NA
"288",2011-10-15,5217,0,5210.61644107726,NA,NA,NA
"289",2011-10-16,5041,0,5034.23532125553,NA,NA,NA
"290",2011-10-17,4570,0,4563.88001421347,NA,NA,NA
"291",2011-10-18,4748,0,4741.13615998733,NA,NA,NA
"292",2011-10-19,2424,0,2418.33214469708,NA,NA,NA
"293",2011-10-20,4195,0,4188.59301453998,NA,NA,NA
"294",2011-10-21,4304,0,4297.99089960417,NA,NA,NA
"295",2011-10-22,4308,0,4302.49729773003,NA,NA,NA
"296",2011-10-23,4381,0,4374.77011302651,NA,NA,NA
"297",2011-10-24,4187,0,4180.94658226066,NA,NA,NA
"298",2011-10-25,4687,0,4680.60043695142,NA,NA,NA
"299",2011-10-26,3894,0,3887.78034276318,NA,NA,NA
"300",2011-10-27,2659,0,2653.81871384272,NA,NA,NA
"301",2011-10-28,3747,0,3740.48527510447,NA,NA,NA
"302",2011-10-29,627,0,622.252588412608,NA,NA,NA
"303",2011-10-30,3331,0,3325.38122944283,NA,NA,NA
"304",2011-10-31,3669,0,3663.13341666748,NA,NA,NA
"305",2011-11-01,4068,0,4061.96500820943,NA,NA,NA
"306",2011-11-02,4186,0,4179.95107354188,NA,NA,NA
"307",2011-11-03,3974,0,3968.23225196581,NA,NA,NA
"308",2011-11-04,4046,0,4039.27981669163,NA,NA,NA
"309",2011-11-05,3926,0,3920.3893493993,NA,NA,NA
"310",2011-11-06,3649,0,3643.2520331785,NA,NA,NA
"311",2011-11-07,4035,0,4029.01534608963,NA,NA,NA
"312",2011-11-08,4205,0,4198.98780156957,NA,NA,NA
"313",2011-11-09,4109,0,4103.11672678899,NA,NA,NA
"314",2011-11-10,2933,0,2927.22991331936,NA,NA,NA
"315",2011-11-11,3368,0,3362.02967531303,NA,NA,NA
"316",2011-11-12,4067,0,4061.25853601029,NA,NA,NA
"317",2011-11-13,3717,0,3711.321406415,NA,NA,NA
"318",2011-11-14,4486,0,4479.58303297289,NA,NA,NA
"319",2011-11-15,4195,0,4188.44345389648,NA,NA,NA
"320",2011-11-16,1817,0,1811.86143666194,NA,NA,NA
"321",2011-11-17,3053,0,3046.9294127235,NA,NA,NA
"322",2011-11-18,3392,0,3386.65844518393,NA,NA,NA
"323",2011-11-19,3663,0,3657.58722237298,NA,NA,NA
"324",2011-11-20,3520,0,3513.91824099669,NA,NA,NA
"325",2011-11-21,2765,0,2758.72987004219,NA,NA,NA
"326",2011-11-22,1607,0,1601.85550633326,NA,NA,NA
"327",2011-11-23,2566,0,2560.40625541704,NA,NA,NA
"328",2011-11-24,1495,0,1491.26727128126,NA,NA,NA
"329",2011-11-25,2792,0,2787.54416822237,NA,NA,NA
"330",2011-11-26,3068,0,3063.56075894215,NA,NA,NA
"331",2011-11-27,3071,0,3065.95920646844,NA,NA,NA
"332",2011-11-28,3867,0,3861.36507724077,NA,NA,NA
"333",2011-11-29,2914,0,2908.159302213,NA,NA,NA
"334",2011-11-30,3613,0,3606.95546901407,NA,NA,NA
"335",2011-12-01,3727,0,3721.09807891205,NA,NA,NA
"336",2011-12-02,3940,0,3934.17870759374,NA,NA,NA
"337",2011-12-03,3614,0,3608.72924346607,NA,NA,NA
"338",2011-12-04,3485,0,3479.31383584051,NA,NA,NA
"339",2011-12-05,3811,0,3804.42061204431,NA,NA,NA
"340",2011-12-06,2594,0,2587.73237981275,NA,NA,NA
"341",2011-12-07,705,0,700.407186143737,NA,NA,NA
"342",2011-12-08,3322,0,3316.22267341808,NA,NA,NA
"343",2011-12-09,3620,0,3614.38590757979,NA,NA,NA
"344",2011-12-10,3190,0,3184.82169979854,NA,NA,NA
"345",2011-12-11,2743,0,2738.02435570786,NA,NA,NA
"346",2011-12-12,3310,0,3304.24687961442,NA,NA,NA
"347",2011-12-13,3523,0,3517.16313719935,NA,NA,NA
"348",2011-12-14,3740,0,3733.6014037554,NA,NA,NA
"349",2011-12-15,3709,0,3702.58104940575,NA,NA,NA
"350",2011-12-16,3577,0,3570.79477045709,NA,NA,NA
"351",2011-12-17,2739,0,2733.44606502527,NA,NA,NA
"352",2011-12-18,2431,0,2426.02051131413,NA,NA,NA
"353",2011-12-19,3403,0,3397.03914825085,NA,NA,NA
"354",2011-12-20,3750,0,3743.82404934057,NA,NA,NA
"355",2011-12-21,2660,0,2655.52251271068,NA,NA,NA
"356",2011-12-22,3068,0,3063.74899078586,NA,NA,NA
"357",2011-12-23,2209,0,2205.68045126683,NA,NA,NA
"358",2011-12-24,1011,0,1009.25425837264,NA,NA,NA
"359",2011-12-25,754,0,751.842336230328,NA,NA,NA
"360",2011-12-26,1317,0,1313.92859860999,NA,NA,NA
"361",2011-12-27,1162,0,1158.75812579983,NA,NA,NA
"362",2011-12-28,2302,0,2298.29996231075,NA,NA,NA
"363",2011-12-29,2423,0,2419.46426630122,NA,NA,NA
"364",2011-12-30,2999,0,2995.09109462287,NA,NA,NA
"365",2011-12-31,2485,0,2482.00639180949,NA,NA,NA
"366",2012-01-01,2294,0,3402.8439307611,NA,NA,NA
"367",2012-01-02,1951,0,2916.00735740645,NA,NA,NA
"368",2012-01-03,2236,0,3066.79825967933,NA,NA,NA
"369",2012-01-04,2368,0,2875.78116327557,NA,NA,NA
"370",2012-01-05,3272,0,3989.35507013593,NA,NA,NA
"371",2012-01-06,4098,0,4034.04656217727,NA,NA,NA
"372",2012-01-07,4521,0,5206.16159071166,NA,NA,NA
"373",2012-01-08,3425,0,4136.36747826443,NA,NA,NA
"374",2012-01-09,2376,0,2874.3191307072,NA,NA,NA
"375",2012-01-10,3598,0,3996.29103196924,NA,NA,NA
"376",2012-01-11,2177,0,3632.99549805646,NA,NA,NA
"377",2012-01-12,4097,0,3527.4977513553,NA,NA,NA
"378",2012-01-13,3214,0,3749.66558727396,NA,NA,NA
"379",2012-01-14,2493,0,3780.63345999151,NA,NA,NA
"380",2012-01-15,2311,0,3135.9190855917,NA,NA,NA
"381",2012-01-16,2298,0,2522.00290525721,NA,NA,NA
"382",2012-01-17,2935,0,3706.14800477172,NA,NA,NA
"383",2012-01-18,3376,0,3626.74266281892,NA,NA,NA
"384",2012-01-19,3292,0,4401.21022192115,NA,NA,NA
"385",2012-01-20,3163,0,4045.96992117285,NA,NA,NA
"386",2012-01-21,1301,0,3139.84382311323,NA,NA,NA
"387",2012-01-22,1977,0,1759.90083331251,NA,NA,NA
"388",2012-01-23,2432,0,2603.62903475053,NA,NA,NA
"389",2012-01-24,4339,0,4199.44170573393,NA,NA,NA
"390",2012-01-25,4270,0,5004.43652538134,NA,NA,NA
"391",2012-01-26,4075,0,4511.01760496425,NA,NA,NA
"392",2012-01-27,3456,0,2107.49657020883,NA,NA,NA
"393",2012-01-28,4023,0,4659.9540065898,NA,NA,NA
"394",2012-01-29,3243,0,3133.94277571132,NA,NA,NA
"395",2012-01-30,3624,0,3294.81809173991,NA,NA,NA
"396",2012-01-31,4509,0,5138.19744178632,NA,NA,NA
"397",2012-02-01,4579,0,5225.72695448174,NA,NA,NA
"398",2012-02-02,3761,0,4536.13976867959,NA,NA,NA
"399",2012-02-03,4151,0,4361.13733817708,NA,NA,NA
"400",2012-02-04,2832,0,4060.71421520187,NA,NA,NA
"401",2012-02-05,2947,0,2950.02623352676,NA,NA,NA
"402",2012-02-06,3784,0,3551.42810482455,NA,NA,NA
"403",2012-02-07,4375,0,4202.14305474703,NA,NA,NA
"404",2012-02-08,2802,0,3568.75856013982,NA,NA,NA
"405",2012-02-09,3830,0,4860.86183605857,NA,NA,NA
"406",2012-02-10,3831,0,3703.29427156282,NA,NA,NA
"407",2012-02-11,2169,0,2144.89092728287,NA,NA,NA
"408",2012-02-12,1529,0,2280.50015661927,NA,NA,NA
"409",2012-02-13,3422,0,3578.61194265526,NA,NA,NA
"410",2012-02-14,3922,0,3665.0250242178,NA,NA,NA
"411",2012-02-15,4169,0,4355.19931617334,NA,NA,NA
"412",2012-02-16,3005,0,3681.44254410662,NA,NA,NA
"413",2012-02-17,4154,0,4262.37781512796,NA,NA,NA
"414",2012-02-18,4318,0,4839.35866085848,NA,NA,NA
"415",2012-02-19,2689,0,2432.53505842071,NA,NA,NA
"416",2012-02-20,3129,0,3290.16190712489,NA,NA,NA
"417",2012-02-21,3777,0,4619.25373537826,NA,NA,NA
"418",2012-02-22,4773,0,4319.83026608369,NA,NA,NA
"419",2012-02-23,5062,0,4544.16602828729,NA,NA,NA
"420",2012-02-24,3487,0,4394.25416295608,NA,NA,NA
"421",2012-02-25,2732,0,4394.01837663392,NA,NA,NA
"422",2012-02-26,3389,0,3650.96798460904,NA,NA,NA
"423",2012-02-27,4322,0,4348.81771636277,NA,NA,NA
"424",2012-02-28,4363,0,4935.13845520339,NA,NA,NA
"425",2012-02-29,1834,0,3459.63628822685,NA,NA,NA
"426",2012-03-01,4990,0,4899.42475216418,NA,NA,NA
"427",2012-03-02,3194,0,3592.46494141621,NA,NA,NA
"428",2012-03-03,4066,0,4951.98297076598,NA,NA,NA
"429",2012-03-04,3423,0,4360.64911937321,NA,NA,NA
"430",2012-03-05,3333,0,3628.74554947703,NA,NA,NA
"431",2012-03-06,3956,0,4530.30542235312,NA,NA,NA
"432",2012-03-07,4916,0,4035.46242231774,NA,NA,NA
"433",2012-03-08,5382,0,5248.89146824248,NA,NA,NA
"434",2012-03-09,4569,0,2729.05527372387,NA,NA,NA
"435",2012-03-10,4118,0,5267.57392561192,NA,NA,NA
"436",2012-03-11,4911,0,3976.10724613143,NA,NA,NA
